Date,Type,Description,City
"2017-03-02 00:00:00,000","murder","with the words ‘DRINK ME,’ but nevertheless she uncorked it and put it","Mobile"
"2017-03-08 00:00:00,000","murder","ground as she spoke; ‘either you or your head must be off, and that in","Bonita Springs"
"2017-03-22 00:00:00,000","murder","‘Yes,’ said Alice doubtfully: ‘it means--to--make--anything--prettier.’","Syracuse"
"2017-03-25 00:00:00,000","murder"," “You can really have no notion how delightful it will be","Denver"
"2017-03-28 00:00:00,000","murder","the poor animal’s feelings. ‘I quite forgot you didn’t like cats.’","Louisville"
"2017-03-29 00:00:00,000","murder","had got so much into the way of expecting nothing but out-of-the-way","Grand Rapids"
"2017-03-30 00:00:00,000","murder","‘I don’t know where Dinn may be,’ said the Mock Turtle, ‘but if you’ve","Paterson"
"2017-04-01 00:00:00,000","murder","it all seemed quite natural); but when the Rabbit actually TOOK A WATCH","North Charleston"
"2017-04-05 00:00:00,000","murder","atom of meaning in it,’ but none of them attempted to explain the paper.","Harrisburg"
"2017-04-05 00:00:00,000","murder","Alas! it was too late to wish that! She went on growing, and growing,","Memphis"
"2017-04-09 00:00:00,000","murder","witness.’ And he added in an undertone to the Queen, ‘Really, my dear,","San Antonio"
"2017-04-17 00:00:00,000","murder","would change to dull reality--the grass would be only rustling in the","Aberdeen"
"2017-04-20 00:00:00,000","murder","over their heads. She felt very curious to know what it was all about,","Scottsdale"
"2017-04-24 00:00:00,000","murder","‘I never thought about it,’ said Alice. ‘Why?’","Wilmington"
"2017-04-29 00:00:00,000","murder","yourself!’","Richland"
"2017-05-02 00:00:00,000","murder","enough of it now in sight, and no more of it appeared.","Norman"
"2017-05-13 00:00:00,000","murder","could.","Sioux Falls"
"2017-05-13 00:00:00,000","murder","‘It’s a pun!’ the King added in an offended tone, and everybody laughed,","Denton"
"2017-05-19 00:00:00,000","murder","The Duchess took her choice, and was gone in a moment.","Jersey City"
"2017-06-04 00:00:00,000","murder","hands were clasped upon her knee, and the bright eager eyes were looking","Yonkers"
"2017-06-07 00:00:00,000","murder","‘Back to land again, and that’s all the first figure,’ said the Mock","Cary"
"2017-06-09 00:00:00,000","murder","‘Well, perhaps not,’ said Alice in a soothing tone: ‘don’t be angry","Bakersfield"
"2017-06-09 00:00:00,000","murder","to Alice as it spoke.","Oxnard"
"2017-06-11 00:00:00,000","murder","    Be off, or I’ll kick you down stairs!’","Frederick"
"2017-06-12 00:00:00,000","murder","‘I didn’t know that Cheshire cats always grinned; in fact, I didn’t know","Oceanside"
"2017-06-21 00:00:00,000","murder","  Trims his belt and his buttons, and turns out his toes.’","Vero Beach"
"2017-07-04 00:00:00,000","murder","the best plan.’","Cary"
"2017-07-05 00:00:00,000","murder","her eyes; and once she remembered trying to box her own ears for having","Grand Prairie"
"2017-07-07 00:00:00,000","murder","same when I got up this morning? I almost think I can remember feeling a","Salt Lake City"
"2017-07-08 00:00:00,000","murder","  *    *    *    *    *    *    *","St. Louis"
"2017-07-16 00:00:00,000","murder","‘Why not?’ said the March Hare.","Riverside"
"2017-07-20 00:00:00,000","murder","any more!’ And here poor Alice began to cry again, for she felt very","Hollywood"
"2017-07-24 00:00:00,000","murder","days and days.’","North Port"
"2017-08-02 00:00:00,000","murder","‘Call it what you like,’ said the Cat. ‘Do you play croquet with the","Flint"
"2017-08-08 00:00:00,000","murder","    (We know it to be true):","Costa Mesa"
"2017-08-10 00:00:00,000","murder","Lory.","Aberdeen"
"2017-08-10 00:00:00,000","murder","began. Alice thought she had never seen such a curious croquet-ground in","Fairfield"
"2017-08-24 00:00:00,000","murder","‘The twinkling of the what?’ said the King.","Syracuse"
"2017-08-26 00:00:00,000","murder","so closely against her foot, that there was hardly room to open her","Little Rock"
"2017-08-31 00:00:00,000","murder","Next came an angry voice--the Rabbit’s--‘Pat! Pat! Where are you?’ And","Virginia Beach"
"2017-09-07 00:00:00,000","murder","take more.’","Gastonia"
"2017-09-09 00:00:00,000","murder","‘I won’t indeed!’ said Alice, in a great hurry to change the subject of","Provo"
"2017-09-26 00:00:00,000","murder","Alice, she went on, ‘What’s your name, child?’","Cathedral City"
"2017-09-29 00:00:00,000","murder","‘What sort of people live about here?’","Hartford"
"2017-10-03 00:00:00,000","murder","‘I should like it very much,’ said Alice, ‘but I haven’t been invited","Punta Gorda"
"2017-10-05 00:00:00,000","murder","it lasted.)","Cape Coral"
"2017-10-10 00:00:00,000","murder","           condemn","Cedar Rapids"
"2017-10-12 00:00:00,000","murder","WOULD always get into her eyes--and still as she listened, or seemed to","Davenport"
"2017-10-13 00:00:00,000","murder","sharp little chin into Alice’s shoulder as she added, ‘and the moral","Nashua"
"2017-10-13 00:00:00,000","murder","Alice was very glad to find her in such a pleasant temper, and thought","Stockton"
"2017-10-15 00:00:00,000","murder","that dark hall, and wander about among those beds of bright flowers and","Eugene"
"2017-10-15 00:00:00,000","murder","Quick, now!’ And Alice was so much frightened that she ran off at once","Austin"
"2017-10-16 00:00:00,000","murder","Alice opened the door and found that it led into a small passage, not","Modesto"
"2017-10-17 00:00:00,000","murder","minute or two, looking for them, and then quietly marched off after the","Bakersfield"
"2017-10-18 00:00:00,000","murder","‘Don’t be impertinent,’ said the King, ‘and don’t look at me like that!’","Antioch"
"2017-10-21 00:00:00,000","murder","and Alice looked round, eager to see the Queen.","Billings"
"2017-10-23 00:00:00,000","murder","    And mentioned me to him:","Round Lake Beach"
"2017-10-24 00:00:00,000","murder","without a cat! It’s the most curious thing I ever saw in my life!’","Rockford"
"2017-10-27 00:00:00,000","murder","like them raw.’","Youngstown"
"2017-11-06 00:00:00,000","murder","   Yet you balanced an eel on the end of your nose--","Charleston"
"2017-11-12 00:00:00,000","murder","about half no time! Take your choice!’","Downey"
"2017-11-22 00:00:00,000","murder","           (WITH ALICE’S LOVE).","Madison"
"2017-11-24 00:00:00,000","murder","There were doors all round the hall, but they were all locked; and when","Ocala"
"2017-11-26 00:00:00,000","murder","Alice,) ‘Well, I hardly know--No more, thank ye; I’m better now--but I’m","Hemet"
"2017-11-28 00:00:00,000","murder","bend, I think?’","Topeka"
"2017-12-03 00:00:00,000","murder","grow up, I’ll write one--but I’m grown up now,’ she added in a sorrowful","Yakima"
"2017-12-05 00:00:00,000","murder","an agony of terror. ‘Oh, there goes his PRECIOUS nose’; as an unusually","Providence"
"2017-12-08 00:00:00,000","murder","fire, and at once set to work throwing everything within her reach at","Norman"
"2017-12-08 00:00:00,000","murder","replied; ‘and then the different branches of Arithmetic--Ambition,","Fairfield"
"2017-12-19 00:00:00,000","murder","that cats COULD grin.’","Marina"
"2017-12-31 00:00:00,000","murder","short remarks, and she drew herself up and said, very gravely, ‘I think,","Glendale"
"2018-01-05 00:00:00,000","murder"," Will you, won’t you, will you, won’t you, will you join the dance?","Sioux City"
"2018-01-06 00:00:00,000","murder","possibly hear you.’ And certainly there was a most extraordinary noise","Tempe"
"2018-01-20 00:00:00,000","murder","‘You MUST remember,’ remarked the King, ‘or I’ll have you executed.’","Yonkers"
"2018-01-31 00:00:00,000","murder","she thought of herself, ‘I wish the creatures wouldn’t be so easily","San Buenaventura"
"2018-02-01 00:00:00,000","murder","hookah into its mouth and began smoking again.","North Port"
"2018-02-09 00:00:00,000","murder","‘Then the words don’t FIT you,’ said the King, looking round the court","Kalamazoo"
"2018-02-15 00:00:00,000","murder","The baby grunted again, and Alice looked very anxiously into its face to","Lexington"
"2018-02-27 00:00:00,000","murder","     Beau--ootiful Soo--oop!","Visalia"
"2018-03-02 00:00:00,000","murder","‘Shall we try another figure of the Lobster Quadrille?’ the Gryphon went","Bel Air"
"2018-03-14 00:00:00,000","murder","tone, ‘I’m afraid I’ve offended it again!’ For the Mouse was swimming","Baltimore"
"2018-03-19 00:00:00,000","murder","away. ‘You insult me by talking such nonsense!’","Fort Collins"
"2018-03-25 00:00:00,000","murder","‘You’ll see me there,’ said the Cat, and vanished.","Lake Charles"
"2018-03-29 00:00:00,000","murder","   Waiting in a hot tureen!","Duluth"
"2018-03-29 00:00:00,000","murder","bats eat cats?’ for, you see, as she couldn’t answer either question,","Odessa"
"2018-03-30 00:00:00,000","murder","was not a VERY good opportunity for showing off her knowledge, as there","Oceanside"
"2018-04-10 00:00:00,000","murder","leaves: ‘I should have liked teaching it tricks very much, if--if I’d","Lorain"
"2018-04-14 00:00:00,000","murder","‘--so long as I get SOMEWHERE,’ Alice added as an explanation.","Davidson County"
"2018-04-17 00:00:00,000","murder","aloud; and in another moment it was out of sight.","Winter Haven"
"2018-04-27 00:00:00,000","murder","‘Only a thimble,’ said Alice sadly.","St. Petersburg"
"2018-04-28 00:00:00,000","murder","wag my tail when I’m angry. Therefore I’m mad.’","Appleton"
"2018-04-29 00:00:00,000","murder","(she was obliged to say ‘creatures,’ you see, because some of them were","Toledo"
"2018-04-30 00:00:00,000","murder","‘But what am I to do?’ said Alice.","Spokane"
"2018-01-15 00:00:00,000","murder","Security footage shows that there were 2 witnesses. The first witness lives at the last house on ""Northwestern Dr"". The second witness, named Annabel, lives somewhere on ""Franklin Ave"".","SQL City"
"2018-01-15 00:00:00,000","robbery","A Man Dressed as Spider-Man Is on a Robbery Spree","NYC"
"2017-11-10 00:00:00,000","robbery","The Gjallarhorn shoulder-mounted rocket system was forged from
            the armor of Guardians who fell at the Twilight Gap. Gifted
            to the survivors of that terrible battle, the Gjallarhorn
            is seen as a symbol of honor and survival.","SQL City"
"2017-01-05 00:00:00,000","robbery","uglifying!’ it exclaimed. ‘You know what to beautify is, I suppose?’","Seaside"
"2017-01-09 00:00:00,000","robbery","finished, her sister kissed her, and said, ‘It WAS a curious dream,","Grand Rapids"
"2017-01-15 00:00:00,000","robbery","think,’ Alice went on, ‘that they’d let Dinah stop in the house if it","Cincinnati"
"2017-01-18 00:00:00,000","robbery","the pool, and the great hall, with the glass table and the little door,","Charlotte"
"2017-01-24 00:00:00,000","robbery","a little shriek, and went on: ‘--that begins with an M, such as","Macon"
"2017-02-02 00:00:00,000","robbery","four times seven is--oh dear! I shall never get to twenty at that rate!","Scranton"
"2017-02-05 00:00:00,000","robbery","The next witness was the Duchess’s cook. She carried the pepper-box in","Montgomery"
"2017-02-05 00:00:00,000","robbery","‘This here young lady,’ said the Gryphon, ‘she wants for to know your","Irvine"
"2017-02-12 00:00:00,000","robbery","It was high time to go, for the pool was getting quite crowded with the","Mesa"
"2017-02-17 00:00:00,000","robbery","MORE than nothing.’","Scranton"
"2017-03-02 00:00:00,000","robbery","‘Yes, that’s it,’ said the Hatter with a sigh: ‘it’s always tea-time,","Palm Bay"
"2017-03-04 00:00:00,000","robbery","By this time she had found her way into a tidy little room with a table","Charleston"
"2017-03-07 00:00:00,000","robbery","sort of way to fly up into a tree.","West Covina"
"2017-03-08 00:00:00,000","robbery","on.’","Birmingham"
"2017-03-12 00:00:00,000","robbery","‘And who are THESE?’ said the Queen, pointing to the three gardeners who","San Bernardino"
"2017-03-13 00:00:00,000","robbery","‘It must have been that,’ said the King, ‘unless it was written to","Inglewood"
"2017-03-13 00:00:00,000","robbery","the Rabbit coming to look for her, and she trembled till she shook the","Miramar"
"2017-03-22 00:00:00,000","robbery","had got so much into the way of expecting nothing but out-of-the-way","Brighton"
"2017-04-01 00:00:00,000","robbery","‘It’s a mineral, I THINK,’ said Alice.","Lake Charles"
"2017-04-12 00:00:00,000","robbery","‘Stolen!’ the King exclaimed, turning to the jury, who instantly made a","Athens"
"2017-04-30 00:00:00,000","robbery","   Do you think I can listen all day to such stuff?","Gainesville"
"2017-05-02 00:00:00,000","robbery","hand and a piece of bread-and-butter in the other. ‘I beg pardon, your","Kaneohe"
"2017-05-09 00:00:00,000","robbery","The Mouse only growled in reply.","Brownsville"
"2017-05-20 00:00:00,000","robbery","‘Then the Dormouse shall!’ they both cried. ‘Wake up, Dormouse!’ And","Madison"
"2017-05-25 00:00:00,000","robbery","When the procession came opposite to Alice, they all stopped and looked","Rochester"
"2017-05-26 00:00:00,000","robbery","‘Of course it is,’ said the Duchess, who seemed ready to agree to","Buffalo"
"2017-06-02 00:00:00,000","robbery","you might like to try the thing yourself, some winter day, I will tell","Poughkeepsie"
"2017-06-14 00:00:00,000","robbery","slate with one finger, as he found it made no mark; but he now hastily","Augusta"
"2017-06-14 00:00:00,000","robbery","ground--and I should have croqueted the Queen’s hedgehog just now, only","Denton"
"2017-06-15 00:00:00,000","robbery","the subjects on his flappers, ‘--Mystery, ancient and modern, with","Saginaw"
"2017-06-17 00:00:00,000","robbery","‘With extras?’ asked the Mock Turtle a little anxiously.","Atlanta"
"2017-06-20 00:00:00,000","robbery","elbow.’","Punta Gorda"
"2017-06-20 00:00:00,000","robbery","Quick, now!’ And Alice was so much frightened that she ran off at once","Fargo"
"2017-06-26 00:00:00,000","robbery","moment like a wild beast, screamed ‘Off with her head! Off--’","Waterbury"
"2017-06-26 00:00:00,000","robbery","procession, came THE KING AND QUEEN OF HEARTS.","Houma"
"2017-06-26 00:00:00,000","robbery","and no one else seemed inclined to say anything.","Albuquerque"
"2017-06-28 00:00:00,000","robbery","my tea when I was sent for.’","Grayslake"
"2017-06-28 00:00:00,000","robbery","              THE END","Vancouver"
"2017-07-09 00:00:00,000","robbery","Next came an angry voice--the Rabbit’s--‘Pat! Pat! Where are you?’ And","Dallas"
"2017-07-26 00:00:00,000","robbery","looked like the right thing to eat or drink under the circumstances.","Escondido"
"2017-07-28 00:00:00,000","robbery","children she knew, who might do very well as pigs, and was just saying","Jefferson"
"2017-07-29 00:00:00,000","robbery","that did not sneeze, were the cook, and a large cat which was sitting on","McAllen"
"2017-08-02 00:00:00,000","robbery","‘You might just as well say,’ added the March Hare, ‘that “I like what I","Tucson"
"2017-08-20 00:00:00,000","robbery","arms, took the hookah out of its mouth again, and said, ‘So you think","Mesquite"
"2017-08-20 00:00:00,000","robbery","herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in","Oxnard"
"2017-08-22 00:00:00,000","robbery","‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t","Augusta"
"2017-08-22 00:00:00,000","robbery","Gryphon.","South Lyon"
"2017-08-25 00:00:00,000","robbery","birds and beasts, as well as the whole pack of cards: the Knave was","Santa Maria"
"2017-08-25 00:00:00,000","robbery","leaves: ‘I should have liked teaching it tricks very much, if--if I’d","Erie"
"2017-08-30 00:00:00,000","robbery","their mouths--and they’re all over crumbs.’","Waterbury"
"2017-08-30 00:00:00,000","robbery","‘important--unimportant--unimportant--important--’ as if he were trying","Burlington"
"2017-09-05 00:00:00,000","robbery","she said to herself, and shouted out, ‘You’d better not do that again!’","Las Cruces"
"2017-09-19 00:00:00,000","robbery","‘And washing?’ said the Mock Turtle.","Bridgeport"
"2017-09-20 00:00:00,000","robbery","make me smaller, I suppose.’","Wilmington"
"2017-09-26 00:00:00,000","robbery","‘Not I!’ said the Lory hastily.","Phoenix"
"2017-09-27 00:00:00,000","robbery","she could, for her neck kept getting entangled among the branches, and","Marina"
"2017-09-28 00:00:00,000","robbery","by another footman in livery, with a round face, and large eyes like a","Richmond County"
"2017-09-28 00:00:00,000","robbery","plenty of time as she went down to look about her and to wonder what was","Springfield"
"2017-10-09 00:00:00,000","robbery","as well as she could for sneezing.","Lake Charles"
"2017-10-15 00:00:00,000","robbery","‘Yes, it IS his business!’ said Five, ‘and I’ll tell him--it was for","Washington"
"2017-10-18 00:00:00,000","robbery","four times seven is--oh dear! I shall never get to twenty at that rate!","Daytona Beach"
"2017-10-27 00:00:00,000","robbery","Lizard’s slate-pencil, and the choking of the suppressed guinea-pigs,","Waterbury"
"2017-10-29 00:00:00,000","robbery","was a little startled by seeing the Cheshire Cat sitting on a bough of a","Murfreesboro"
"2017-11-06 00:00:00,000","robbery","nearer, Alice could hear him sighing as if his heart would break. She","Myrtle Beach"
"2017-11-09 00:00:00,000","robbery","Alice heard the Rabbit say, ‘A barrowful will do, to begin with.’","Jersey City"
"2017-11-17 00:00:00,000","robbery","that it was quite impossible to say whether the blows hurt it or not.","Jersey City"
"2017-11-20 00:00:00,000","robbery","ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t","Winter Haven"
"2017-11-20 00:00:00,000","robbery","‘Please come back and finish your story!’ Alice called after it; and the","St. Paul"
"2017-11-22 00:00:00,000","robbery","Alice)--‘and perhaps you were never even introduced to a lobster--’","Fayetteville"
"2017-11-23 00:00:00,000","robbery","rope--Will the roof bear?--Mind that loose slate--Oh, it’s coming","Sunnyvale"
"2017-11-27 00:00:00,000","robbery","possibly hear you.’ And certainly there was a most extraordinary noise","Chicago"
"2017-12-06 00:00:00,000","robbery","murder to leave it behind?’ She said the last words out loud, and the","Scranton"
"2017-12-12 00:00:00,000","robbery","All this time the Queen had never left off staring at the Hatter, and,","Baton Rouge"
"2017-12-12 00:00:00,000","robbery","savage when they met in the kitchen.","Nashville"
"2017-12-16 00:00:00,000","robbery","desperate that she was ready to ask help of any one; so, when the Rabbit","Richmond County"
"2017-12-17 00:00:00,000","robbery","were nowhere to be found: all she could see, when she looked down, was","Orlando"
"2017-12-29 00:00:00,000","robbery","head. ‘If I eat one of these cakes,’ she thought, ‘it’s sure to make","Tempe"
"2017-12-29 00:00:00,000","robbery","‘Serpent, I say again!’ repeated the Pigeon, but in a more subdued tone,","West Covina"
"2018-01-02 00:00:00,000","robbery","  When the pie was all finished, the Owl, as a boon,","Las Cruces"
"2018-01-06 00:00:00,000","robbery","    Exactly as we were.","Wilmington"
"2018-01-10 00:00:00,000","robbery","          to","Charleston"
"2018-01-11 00:00:00,000","robbery","‘Oh, I’ve had such a curious dream!’ said Alice, and she told her","Bonita Springs"
"2018-01-13 00:00:00,000","robbery","door, staring stupidly up into the sky.","Stamford"
"2018-01-14 00:00:00,000","robbery","‘I should like to have it explained,’ said the Mock Turtle.","Reno"
"2018-01-24 00:00:00,000","robbery","‘Perhaps it hasn’t one,’ Alice ventured to remark.","Vancouver"
"2018-01-29 00:00:00,000","robbery","    Do you think, at your age, it is right?’","Hemet"
"2018-02-02 00:00:00,000","robbery","Just at this moment Alice felt a very curious sensation, which puzzled","Las Vegas"
"2018-02-03 00:00:00,000","robbery","then treading on her toes when they passed too close, and waving their","Bryan"
"2018-02-13 00:00:00,000","robbery","‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.","Brownsville"
"2018-02-15 00:00:00,000","robbery","you’d better ask HER about it.’","St. Petersburg"
"2018-02-20 00:00:00,000","robbery","do well enough; don’t be particular--Here, Bill! catch hold of this","Elizabeth"
"2018-03-08 00:00:00,000","robbery","down again into its nest. Alice crouched down among the trees as well as","Burlington"
"2018-03-19 00:00:00,000","robbery","passion. She had already heard her sentence three of the players to be","Odessa"
"2018-03-21 00:00:00,000","robbery","‘Begin at the beginning,’ the King said gravely, ‘and go on till you","Winter Haven"
"2018-03-30 00:00:00,000","robbery","‘Come on, then!’ roared the Queen, and Alice joined the procession,","Lakewood"
"2018-03-31 00:00:00,000","robbery","you,’ (she might well say this), ‘to go on crying in this way! Stop this","Wilmington"
"2018-04-03 00:00:00,000","robbery","the Duchess said after a pause: ‘the reason is, that I’m doubtful about","Roseville"
"2018-04-04 00:00:00,000","robbery","Rabbit, jumping up in a great hurry; ‘this paper has just been picked","Orange"
"2018-04-06 00:00:00,000","robbery","‘Oh, you can’t help that,’ said the Cat: ‘we’re all mad here. I’m mad.","Clearwater"
"2018-04-07 00:00:00,000","robbery","you know!’","Newport News"
"2018-04-10 00:00:00,000","robbery","I should frighten them out of their wits!’ So she began nibbling at the","Bloomington"
"2018-04-11 00:00:00,000","robbery","‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and","Huntington"
"2018-04-20 00:00:00,000","robbery","contempt. ‘I’ve seen a good many little girls in my time, but never ONE","Fitchburg"
"2018-04-25 00:00:00,000","robbery","resting in the shade: however, the moment they saw her, they hurried","San Francisco"
"2018-04-25 00:00:00,000","robbery","   Do you think I can listen all day to such stuff?","Hesperia"
"2018-04-30 00:00:00,000","robbery","‘And how did you manage on the twelfth?’ Alice went on eagerly.","Trenton"
"2018-01-15 00:00:00,000","theft","Big Bully stole my lunch money!","Chicago"
"2017-07-12 00:00:00,000","theft","A lone hunter stalks the night, firing arrows into the Darkness.
            There is no hiding, no escape. In the distance, the beast
            falters, tethered to the void. The killing blow comes without
            hesitation, without mercy.","SQL City"
"2017-01-01 00:00:00,000","theft","‘Yes,’ said Alice, ‘we learned French and music.’","Chicago"
"2017-01-02 00:00:00,000","theft","days and days.’","Canton"
"2017-01-05 00:00:00,000","theft","came, carried on the breeze that followed them, the melancholy words:--","McAllen"
"2017-01-06 00:00:00,000","theft","‘Of course it is,’ said the Duchess, who seemed ready to agree to","High Point"
"2017-01-07 00:00:00,000","theft","felt certain it must be really offended. ‘We won’t talk about her any","Oklahoma City"
"2017-01-08 00:00:00,000","theft","Alice tried to fancy to herself what such an extraordinary ways of","Louisville"
"2017-01-15 00:00:00,000","theft","The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he","Hollywood"
"2017-01-18 00:00:00,000","theft","on.’","Denton"
"2017-01-25 00:00:00,000","theft","‘Can’t remember WHAT things?’ said the Caterpillar.","New Bedford"
"2017-01-28 00:00:00,000","theft","‘--as far out to sea as you can--’","Newark"
"2017-01-28 00:00:00,000","theft","   ‘The Queen of Hearts, she made some tarts,","New Orleans"
"2017-02-08 00:00:00,000","theft","‘Come on, then!’ roared the Queen, and Alice joined the procession,","Thornton"
"2017-02-15 00:00:00,000","theft","the Eaglet bent down its head to hide a smile: some of the other birds","McHenry"
"2017-02-19 00:00:00,000","theft","keep, through all her riper years, the simple and loving heart of her","Antioch"
"2017-02-21 00:00:00,000","theft","‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t","San Francisco"
"2017-02-26 00:00:00,000","theft","makes me grow smaller, I can creep under the door; so either way I’ll","Wichita"
"2017-03-03 00:00:00,000","theft","‘Are you content now?’ said the Caterpillar.","North Las Vegas"
"2017-03-10 00:00:00,000","theft","‘Come on, then!’ roared the Queen, and Alice joined the procession,","Palm Bay"
"2017-03-10 00:00:00,000","theft","short remarks, and she drew herself up and said, very gravely, ‘I think,","Fort Wayne"
"2017-03-13 00:00:00,000","theft","the sea.’","Yakima"
"2017-03-15 00:00:00,000","theft","regular rule: you invented it just now.’","Washington"
"2017-03-29 00:00:00,000","theft","‘An arm, you goose! Who ever saw one that size? Why, it fills the whole","Murfreesboro"
"2017-03-31 00:00:00,000","theft","all its feet at once, with a yelp of delight, and rushed at the stick,","Roseville"
"2017-04-16 00:00:00,000","theft","The players all played at once without waiting for turns, quarrelling","Charleston"
"2017-04-18 00:00:00,000","theft","   If she should push the matter on,","Santa Clara"
"2017-04-27 00:00:00,000","theft","Alice had never been in a court of justice before, but she had read","Rochester"
"2017-04-28 00:00:00,000","theft","executes nobody, you know. Come on!’","Fort Worth"
"2017-05-03 00:00:00,000","theft","their own business!’","Athens"
"2017-05-16 00:00:00,000","theft","          try the","Norwalk"
"2017-05-20 00:00:00,000","theft","to Alice as it spoke.","Burbank"
"2017-05-27 00:00:00,000","theft","and began by taking the little golden key, and unlocking the door that","Ann Arbor"
"2017-06-10 00:00:00,000","theft","made up my mind about it; if I’m Mabel, I’ll stay down here! It’ll be no","Colorado Springs"
"2017-06-13 00:00:00,000","theft","of the window, and one foot up the chimney, and said to herself ‘Now I","Redding"
"2017-06-14 00:00:00,000","theft","‘Please would you tell me,’ said Alice, a little timidly, for she was","Hartford"
"2017-06-18 00:00:00,000","theft","she felt a little nervous about this; ‘for it might end, you know,’ said","El Paso"
"2017-06-23 00:00:00,000","theft","Wonderland, though she knew she had but to open them again, and all","Canton"
"2017-06-27 00:00:00,000","theft","‘I wish I had our Dinah here, I know I do!’ said Alice aloud, addressing","Las Cruces"
"2017-06-29 00:00:00,000","theft","‘--yes, that’s about the right distance--but then I wonder what Latitude","GreenBay"
"2017-07-05 00:00:00,000","theft","‘You shan’t be beheaded!’ said Alice, and she put them into a large","Greensboro"
"2017-07-13 00:00:00,000","theft","likely it can talk: at any rate, there’s no harm in trying.’ So she","Orem"
"2017-07-20 00:00:00,000","theft","blow underneath her chin: it had struck her foot!","Green Bay"
"2017-07-26 00:00:00,000","theft","‘Then you may SIT down,’ the King replied.","Los Angeles"
"2017-07-30 00:00:00,000","theft","‘No, I give it up,’ Alice replied: ‘what’s the answer?’","Fort Lauderdale"
"2017-08-06 00:00:00,000","theft","the flowers and the blades of grass, but she did not see anything that","Winter Haven"
"2017-08-21 00:00:00,000","theft","At last the Mouse, who seemed to be a person of authority among them,","New Orleans"
"2017-08-23 00:00:00,000","theft","‘That’s none of YOUR business, Two!’ said Seven.","Colorado Springs"
"2017-08-24 00:00:00,000","theft","Alice was rather doubtful whether she ought not to lie down on her face","Bellevue"
"2017-08-28 00:00:00,000","theft","‘Shan’t,’ said the cook.","McAllen"
"2017-09-01 00:00:00,000","theft","came near her, she began, in a low, timid voice, ‘If you please, sir--’","Lancaster"
"2017-09-04 00:00:00,000","theft","what a wonderful dream it had been.","Youngstown"
"2017-09-04 00:00:00,000","theft","wonder what they WILL do next! If they had any sense, they’d take the","Billings"
"2017-09-07 00:00:00,000","theft","     ‘How doth the little crocodile","Chandler"
"2017-09-13 00:00:00,000","theft","‘are done with a whiting. Now you know.’","Clarke County"
"2017-09-15 00:00:00,000","theft","‘There might be some sense in your knocking,’ the Footman went on","Atlanta"
"2017-09-15 00:00:00,000","theft","said, ‘It was a treacle-well.’","Kissimmee"
"2017-09-16 00:00:00,000","theft","   Waiting in a hot tureen!","Pueblo"
"2017-09-18 00:00:00,000","theft","moment like a wild beast, screamed ‘Off with her head! Off--’","Fayetteville"
"2017-10-02 00:00:00,000","theft","‘Never!’ said the Queen furiously, throwing an inkstand at the Lizard","Mesa"
"2017-10-12 00:00:00,000","theft","   Soup of the evening, beautiful Soup!","Layton"
"2017-10-16 00:00:00,000","theft","not help thinking there MUST be more to come, so she sat still and said","Havre de Grace"
"2017-10-19 00:00:00,000","theft","to herself, ‘if one only knew the right way to change them--’ when she","Minneapolis"
"2017-10-23 00:00:00,000","theft","to go! Let me see: I’ll give them a new pair of boots every Christmas.’","GreenBay"
"2017-10-24 00:00:00,000","theft","‘It was much pleasanter at home,’ thought poor Alice, ‘when one wasn’t","Clarksville"
"2017-11-11 00:00:00,000","theft","sitting sad and lonely on a little ledge of rock, and, as they came","Clarke County"
"2017-11-14 00:00:00,000","theft","repeated her question. ‘Why did they live at the bottom of a well?’","Norwalk"
"2017-11-18 00:00:00,000","theft","CHAPTER I. Down the Rabbit-Hole","Durham"
"2017-11-19 00:00:00,000","theft","denying it. I suppose you’ll be telling me next that you never tasted an","Springdale"
"2017-11-21 00:00:00,000","theft","The twelve jurors were all writing very busily on slates. ‘What are they","Paterson"
"2017-11-26 00:00:00,000","theft","it: she could see it quite plainly through the glass, and she tried her","Salem"
"2017-11-27 00:00:00,000","theft","‘Would you like to see a little of it?’ said the Mock Turtle.","Sacramento"
"2017-11-28 00:00:00,000","theft","Alice, who felt ready to sink into the earth. At last the Gryphon said","Santa Clarita"
"2017-11-28 00:00:00,000","theft","and was just going to leave the room, when her eye fell upon a little","Providence"
"2017-12-02 00:00:00,000","theft","like the three gardeners, but she could not remember ever having heard","Youngstown"
"2017-12-05 00:00:00,000","theft","‘It’s a pun!’ the King added in an offended tone, and everybody laughed,","Greensboro"
"2017-12-05 00:00:00,000","theft","she succeeded in getting its body tucked away, comfortably enough, under","Richmond"
"2017-12-06 00:00:00,000","theft","which produced another dead silence.","Lexington"
"2017-12-06 00:00:00,000","theft","to ask.","Toledo"
"2017-12-08 00:00:00,000","theft","forepaws to mark the time, while the Mock Turtle sang this, very slowly","Baltimore"
"2017-12-11 00:00:00,000","theft","trial done,’ she thought, ‘and hand round the refreshments!’ But there","Visalia"
